poi_id,name,province,city,district,address,official_category,source_official,source_blog,content_type,exploration_level,social_density,structure_level,needs_manual_check
168,高级法院（美国花旗银行）,上海市,上海市,黄浦区,福州路209号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
169,锦江集团财务公司证券经营部、建设银行三支行（大来大楼）,上海市,上海市,黄浦区,"广东路51,59号",优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
170,上海巴黎国际银行、轻工业局、老干部大学（永年人寿保险公司）,上海市,上海市,黄浦区,广东路93号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
171,三环房产公司（申报馆）,上海市,上海市,黄浦区,汉口路309号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
172,吉祥里,上海市,上海市,黄浦区,河南中路531-541号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
173,鲤鱼门酒店(礼记洋行),上海市,上海市,黄浦区,江西中路255号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
174,福州大楼(汉弥登大楼),上海市,上海市,黄浦区,江西中路170号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
175,新城饭店(都城饭店),上海市,上海市,黄浦区,江西中路180号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
176,冶金工业局(建设大厦),上海市,上海市,黄浦区,江西中路181号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
177,华东建筑设计研究院(浙江第一商业银行),上海市,上海市,黄浦区,汉口路151号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
178,上海信托投资公司(大陆银行),上海市,上海市,黄浦区,九江路111号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
179,市医药供应公司(物业供应站),上海市,上海市,黄浦区,九江路89号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
180,建设银行分行(上海公库),上海市,上海市,黄浦区,九江路50号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
181,九江路邮电局(中华邮政储金汇业局),上海市,上海市,黄浦区,九江路36号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
182,若瑟堂,上海市,上海市,黄浦区,四川南路36号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
183,轻工业局(企业大楼),上海市,上海市,黄浦区,四川中路33号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
184,上海时运物业集团/上海市新华书店(卜内门大楼),上海市,上海市,黄浦区,四川中路133号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
185,上海浦东国际机场公司(汇丰大楼),上海市,上海市,黄浦区,四川中路220号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
186,化轻公司(四行储蓄会大楼),上海市,上海市,黄浦区,四川中路261号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
187,上海市工人文化宫(东方饭店),上海市,上海市,黄浦区,西藏中路120号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
188,上海黄浦房地产股份有限公司(德士古大楼/会德丰大楼),上海市,上海市,黄浦区,延安东路110号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
189,中汇大楼,上海市,上海市,黄浦区,延安东路143号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
190,上海市自然博物馆(华商纱布交易所),上海市,上海市,黄浦区,延安东路260号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
191,光明中学(中法学堂),上海市,上海市,黄浦区,淮海东路70号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
192,手表七厂办公楼(三井洋行),上海市,上海市,黄浦区,四川中路185号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
193,慈修庵,上海市,上海市,黄浦区,秦岭街15号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
194,小桃园清真寺,上海市,上海市,黄浦区,小桃园街52号（主楼）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
195,清心堂,上海市,上海市,黄浦区,大昌街30号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
196,综合办公楼(法公董局),上海市,上海市,黄浦区,淮海中路375号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
197,培文公寓,上海市,上海市,黄浦区,淮海中路449号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
198,永业大楼,上海市,上海市,黄浦区,淮海中路481号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
199,国泰电影院(国泰大戏院),上海市,上海市,黄浦区,淮海中路870号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
200,花园饭店(法国总会),上海市,上海市,黄浦区,茂名南路58号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
201,兰心大戏院,上海市,上海市,黄浦区,茂名南路57号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
202,南昌大楼(ASTRID公寓),上海市,上海市,黄浦区,茂名南路143号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
203,科学会堂一号楼(法国总会老楼),上海市,上海市,黄浦区,南昌路47号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
204,里弄住宅(梵尔登花园),上海市,上海市,黄浦区,陕西南路39弄1-103号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
205,陕南村,上海市,上海市,黄浦区,陕西南路157-187号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
206,花园住宅,上海市,上海市,黄浦区,思南路51-95号(单),优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
207,第二医科大学十二号大楼/昆虫研究所(震旦大学图书馆教学大楼/震旦大学博物馆),上海市,上海市,黄浦区,重庆南路280号/重庆南路225号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
208,幸运城大酒店(东正教堂),上海市,上海市,黄浦区,皋兰路16号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
209,江南造船厂(江南制造局),上海市,上海市,黄浦区,高雄路2号（总办公楼）/2号船坞/指挥楼/飞机车间,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
210,联谊俱乐部统战部/市皮革公司商厦(犹太人总会/黄河皮鞋店),上海市,上海市,静安区,南京西路722号/南京西路702号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
211,德义大楼,上海市,上海市,静安区,南京西路778号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
212,中国工商银行(中国银行),上海市,上海市,静安区,南京西路801号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
213,泰兴大楼(MEDHURST大楼),上海市,上海市,静安区,南京西路934号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
214,静安别墅,上海市,上海市,静安区,南京西路1025弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
215,对外友协外办,上海市,上海市,静安区,南京西路1418号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
216,模范村,上海市,上海市,静安区,延安中路877号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
217,住宅,上海市,上海市,静安区,延安中路931-979号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
218,市文联(意大利总会),上海市,上海市,静安区,延安西路238号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
219,百乐门影剧院(百乐门舞厅),上海市,上海市,静安区,愚园路218号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
220,愚谷村里弄住宅(愚谷村),上海市,上海市,静安区,愚园路361弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
221,第二工业大学,上海市,上海市,静安区,陕西北路80号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
222,怀恩堂,上海市,上海市,静安区,陕西北路375号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
223,市教育局礼堂(西摩路会堂),上海市,上海市,静安区,陕西北路500号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
224,市规划院,上海市,上海市,静安区,铜仁路333号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
225,中信公司,上海市,上海市,静安区,北京西路1301号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
226,大胜胡同,上海市,上海市,静安区,华山路229-285弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
227,静安宾馆(海格大楼),上海市,上海市,静安区,华山路400号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
228,中福会儿童艺术剧院/马可波罗俱乐部(美国学校),上海市,上海市,静安区,华山路643号/华山路639号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
229,枕流公寓,上海市,上海市,静安区,华山路731号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
230,景华新村,上海市,上海市,静安区,巨鹿路820弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
231,常德公寓(爱登公寓),上海市,上海市,静安区,常德路195号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
232,住宅(望德堂),上海市,上海市,静安区,北京西路1220弄2号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
233,医工院(雷氏德医学院),上海市,上海市,静安区,北京西路1320号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
234,市仪表局,上海市,上海市,静安区,延安中路816号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
235,仓库(四行仓库),上海市,上海市,静安区,光复路21号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
236,东湖宾馆七号楼,上海市,上海市,徐汇区,淮海中路1110号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
237,淮中大楼中波轮船公司(亨利公寓),上海市,上海市,徐汇区,淮海中路1160-1164号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
238,淮海公寓(盖司康公寓),上海市,上海市,徐汇区,淮海中路1202号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
239,上方花园,上海市,上海市,徐汇区,淮海中路1285弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
240,淮海大楼/美美百货(皇家公寓),上海市,上海市,徐汇区,淮海中路1300-1326号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
241,法国领事馆,上海市,上海市,徐汇区,淮海中路1431号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
242,美国领事馆,上海市,上海市,徐汇区,淮海中路1469号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
243,逸村,上海市,上海市,徐汇区,淮海中路1610弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
244,市科技情报所,上海市,上海市,徐汇区,淮海中路1634号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
245,中南新村,上海市,上海市,徐汇区,淮海中路1670弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
246,花园住宅,上海市,上海市,徐汇区,淮海中路1754弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
247,武康大楼(东美特公寓),上海市,上海市,徐汇区,淮海中路1842-1858号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
248,丁香花园,上海市,上海市,徐汇区,华山路849号主楼,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
249,工商业联合会,上海市,上海市,徐汇区,华山路893号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
250,交通大学：正门/体育馆/校办公楼/教学楼/图书馆(南洋公学),上海市,上海市,徐汇区,华山路1954号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
251,建国公寓(道斐南公寓),上海市,上海市,徐汇区,建国西路394号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
252,建业里,上海市,上海市,徐汇区,建国西路440弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
253,懿园,上海市,上海市,徐汇区,建国西路506弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
254,波兰驻沪总领事馆,上海市,上海市,徐汇区,建国西路618号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
255,七0四所(美童公学),上海市,上海市,徐汇区,衡山路10号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
256,西湖公寓(华盛顿公寓),上海市,上海市,徐汇区,衡山路303号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
257,衡山宾馆(毕卡迪公寓),上海市,上海市,徐汇区,衡山路534号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
258,德国驻沪总领事馆,上海市,上海市,徐汇区,永福路151号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
259,老干部局,上海市,上海市,徐汇区,岳阳路145号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
260,永嘉新村,上海市,上海市,徐汇区,永嘉路580号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
261,永康新村,上海市,上海市,徐汇区,永康路580号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
262,一0三所,上海市,上海市,徐汇区,岳阳路110号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
263,老干部局,上海市,上海市,徐汇区,岳阳路145号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
